title,text,label
"Google CEO Sundar Pichai has “good news” for users, businesses - The Times of India",,1
Here's how thieves may be using Apple AirTags to steal vehicles in Canada - The Times of India,,1
"Honor Pad 9 Goes On Sale In India: Price, Specs And Details Here - The Times of India",,1
Our Xiaomi 14 Ultra video review is out - GSMArena.com news - GSMArena.com,"The 14 Ultra is Xiaomi's all-out flagship for this year, and it was unveiled back at MWC in Barcelona in February. We've already brought you our usual in-depth written review, and now it's time to ta… [+1103 chars]",1
Pavan Davuluri Appointed to Lead Microsoft’s Windows and Surface Teams - Adda247,"Microsoft has named Pavan Davuluri as the new head of its combined Windows and Surface teams. This move comes after the previous leader, Panos Panay, left for Amazon last year.
About Pavan Davuluri… [+1949 chars]",1
"Redmi Note 13 Pro Turbo Specifications Leak, Could Debut Globally as Poco F6 - Gadgets 360","Redmi Note 13 Turbo specifications have been leaked by a tipster, ahead of the arrival of the most powerful handset in the Note 13 series. The smartphone is likely to be equipped with Qualcomm's rece… [+1735 chars]",1
From iPhone XS to iPhone 15 Pro Max: These iPhone Models Are Expected To Support iOS 18 - ABP Live,"Apple is on the verge of unveiling iOS 18, an update that is expected to bring a plethora of innovative features to the table. Among the highlights of this upcoming release are groundbreaking generat… [+2563 chars]",1
Android 15 has some big changes in store for the volume panel - Android Police,"Summary
<ul><li> Android 15 DP2 introduces redesigned volume sliders with new functionality and cleaner aesthetics. </li><li> This is a big step up from Android 14, which features relatively outdate… [+3454 chars]",1
5 Benefits of OMD (One Meal a Day) - WION,"Mar 30, 2024, 08:52 PM IST",1
"BJP’s 8th list for LS polls out; Bhartruhari Mahtab fielded from Cuttack, Preneet Kaur from Patiala - The Indian Express","The Bharatiya Janata Party (BJP) on Saturday released its eighth list of 11 candidates across three states for the upcoming Lok Sabha elections.
Six-time MP Bhartruhari Mahtab, who recently quit the… [+1051 chars]",1
"Parineeti Chopra On Amar Singh Chamkila Director Imtiaz Ali: ""You Truly Led The Ship With Finesse"" - NDTV Movies",,1
"250 Indians, lured by fake job schemes in Cambodia, rescued: MEA - Hindustan Times",New Delhi: Indian authorities have rescued and repatriated about 250 Indian nationals who were lured to Cambodia and forced to carry out illegal cyber work and are working to crack down on those resp… [+1573 chars],1
BSEB Bihar Board 10th Matric Result 2024 Live Updates: Exam result for around 16 lakh students likely to be out tomorrow – Here’s how to check it with FE link - The Financial Express,,1
10 mesmerising images of nebulae captured by NASA’s Hubble Space Telescope - Hindustan Times,"By Khushi PalPublished Mar 30, 2024
Hindustan TimesIn FocusPhoto Credits: NASA",1
"OnePlus Nord CE 4 at 25K?, Nothing Ear (3)?, Galaxy M55 5G, Xiaomi's SU7 Price, New iPads-#TTN1561 - Trakin Tech",,1
'9 pirates being brought to India:' Navy after rescuing Iranian fishing vessel - The Times of India,,1
Arunachal Pradesh Assembly polls | BJP wins 10 Assembly seats uncontested - The Hindu,,1
"Lucknow Super Giants vs Punjab Kings LIVE, IPL 2024: LSG's Stand-In Skipper Nicholas Pooran Wins Toss, Opts To Bat vs PBKS - NDTV Sports",,1
BJP Ally Chandrababu Naidu Gives Poll Ticket To Father Of Approver In Delhi Liquor Policy Case - NDTV,"Magunta Sreenivasulu Reddy was elected from the Ongole Lok Sabha constituency on a YSRCP ticket in 2019
Amaravati: The TDP has named Magunta Sreenivasulu Reddy, the father of Raghava Magunta, who is… [+1091 chars]",1
"'MS Dhoni played under Virat Kohli': Ashwin blasts Hardik Pandya haters, calls his criticism ‘cinema culture’ | Mint - Mint","Hardik Pandya is facing a hostile crowd at stadiums, who are booing the MI skipper and trolling him for his on-field decisions. The all-rounder has cleared that the criticism doesn't affect him much,… [+6341 chars]",1
7 Fruits Which Help In Slowing Down Ageing - WION,"Disclaimer: Please note that the information provided on this website is for informational purposes only and is not intended as a substitute for professional medical advice, diagnosis, or treatment.",1
"President Murmu confers Bharat Ratna on ex-PMs Narasimha Rao, Charan Singh - Business Standard",,1
Babar Azam Wants Captaincy in All Three Formats After PCB Asks Him to Replace Shaheen Afridi in T20Is: Repo - News18,"Pakistan cricket looks headed towards another shakeup months after Babar Azam stunningly stepped down from the role of captaincy across formats. As per several reports, the Pakistan Cricket Board (PC… [+3206 chars]",1
‘Those destroying…’: Guyana President Mohamed Irfaan Ali levels ‘hypocrisy’ charge during BBC interview | Watch | Mint - Mint,Guyana President Mohamed Irfaan Ali has gone viral after calling out the hypocrisy of the developed world during a recent interview. The now viral video clip saw the senior politician field questions… [+5618 chars],1
'Virat Kohli played 59 balls to reach 83 and Kolkata scored...': Aakash Chopra's dig at RCB after KKR loss - Hindustan Times,Former India opener Aakash Chopra took a cheeky dig as he put numbers into context to highlight where Royal Challengers Bengaluru lost the IPL 2024 match against Kolkata Knight Riders at the M Chinna… [+2420 chars],1
"Tecno POVA 6 Pro Launched With 6000 mAh Battery, 120 Hz AMOLED Display, More At THIS Price - India.com","The Tecno POVA 6 Pro will be available for purchase starting April 4, 2024 in India.
Techno POVA 6 Pro comes with a massive 6000 mAH Battery
New Delhi: Chinese mobile phone manufacturer, Tecno has … [+2434 chars]",1
Homegrown solution to India's cervical cancer dilemma - Nagaland Tribune,"Author V S Chauhan is President of the Malaria Vaccines Development Program. He is also the Chancellor of GITAM University, Co-Founder of Biotide Solutions LLP and a Distinguished Visiting Professor … [+5778 chars]",1
"Crew Box Office Collection Day 1: Kareena Kapoor Khan, Tabu, Kriti Sanon's movie collects ₹20 crore worldwide | Mint - Mint","Crew Box Office Collection Day 1: Bollywood movie 'Crew' starring Tabu, Kareena Kapoor Khan and Kriti Sanon has hit the big screen on 29 March. As per Sacnilk.com, the film has collection 9.25 Crore … [+6231 chars]",1
Six moves you're making that can ruin your credit score - Fox Business,"One of the most important lessons regarding your finances to understand is to preserve and protect your credit score, as it can affect many directions and decisions throughout your life.
""Your credi… [+4449 chars]",1
What's keeping egg prices high for Easter? It's not just inflation - KOMO News,"Egg prices are at near-historic highs in many parts of the world as the spring holidays approach, reflecting a market scrambled by disease, high demand and growing costs for farmers.
Its the second … [+4957 chars]",1
Generative AI 'FOMO' is driving tech heavyweights to invest billions of dollars in startups - CNBC,"Microsoft CEO Satya Nadella, right, greets OpenAI CEO Sam Altman during the OpenAI DevDay event in San Francisco on Nov. 6, 2023.
Tech giants aren't doing much acquiring these days, due mostly to an… [+8370 chars]",1
Bitcoin price edges toward Q2 at $70K with all-time highs a key focus - Cointelegraph,,1
The Realtors settlement is already changing the way some Americans buy and sell homes - CNN,"The seismic settlement announced by the National Association of Realtors earlier this month has not yet been approved, but it is already sending shockwaves through the real estate industry.
The mere… [+5265 chars]",1
Stocks just had their best first quarter in 5 years — here's where strategists think the market is headed - Yahoo Finance,"Stocks ripped higher in the first three months of the year amid investor bets that the US economy remains on solid footing.
Now, the key debate on Wall Street entering the second quarter is whether … [+4863 chars]",1
"Who wouldn't like prices to start falling? Careful what you wish for, economists say - The Associated Press","WASHINGTON (AP) Many Americans are in a sour mood about the economy for one main reason: Prices feel too high. 
Maybe theyre not rising as fast as they had been, but average prices are still painful… [+5131 chars]",1
A billionaire and his rich friends are waging war against Disney - SFGATE,,1
Powerball's $1.08B jackpot winner finally revealed after 8 months; second billionaire ID’d in 2 weeks - New York Post ,"They don’t call it the Golden State for nothing.
For the second time this month, a billion-dollar Powerball winner was revealed in California while the lottery’s current jackpot prize inches closer … [+3212 chars]",1
U.K. court freezes £6M of Craig Wright's assets amid Bitcoin creator claim - Cointelegraph,,1
Powerball drawing nears $935 million jackpot that has been growing for months - Yahoo! Voices,"DES MOINES, Iowa (AP) Lottery players will have another shot Saturday night at a $935 million Powerball jackpot that has been growing larger and larger since the last winner nearly three months ago.… [+726 chars]",1
"Full hotels, emergency plans: Cities along eclipse path brace for chaos - USA TODAY",,1
This Is the Average Social Security Benefit for Age 62 - The Motley Fool,"You can start collecting Social Security benefits as early as 62. But you won't be eligible for your full benefit until you reach full retirement age, which is 67 for anyone born in 1960 or later.
C… [+3612 chars]",1
"Holland America cruise: 2 crew die in steam accident, captain in tears - Business Insider",,1
"The Visa, Mastercard settlement and what it means for your credit card - USA TODAY","Visa and Mastercard earlier this week agreed to a settlement with U.S. merchants, promising to lower the fees stores have to pay to process credit card payments at least in the near term.
The settle… [+5279 chars]",1
Passengers Sick as United Flight Diverts After Strong Winds - The Daily Beast,"Strong winds forced a United Airlines flight from Tel-Aviv, which was intended for Newark Airport, to instead land at New York Stewart International Airport in Orange County on Friday, officials conf… [+2519 chars]",1
"Hurry! Levi's, Adidas, and CeraVe Are Up to 76% Off at Amazon - InStyle","I blinked, and suddenly spring has sprung. The end of March is already here, but were just getting started with this seasons savings; Amazon is brimming with spring-perfect deals for up to 79 percent… [+8390 chars]",1
Powell doesn't see interest rates going back to ultralow financial-crisis-era levels - MarketWatch,Back to TopIntraday Data provided by FACTSET and subject to terms of use. Historical and current end-of-day data provided by FACTSET. All quotes are in local exchange time. Real-time last sale data f… [+136 chars],1
"Urgent: Secret Backdoor Found in XZ Utils Library, Impacts Major Linux Distros - The Hacker News","RedHat on Friday released an ""urgent security alert"" warning that two versions of a popular data compression library called XZ Utils (previously LZMA Utils) have been backdoored with malicious code d… [+2503 chars]",1
"Caesars Palace slot player wins jackpot three times in a row in one night, over $600K in prizes - Fox Business","A guest at Caesars Palace in Las Vegas won the jackpot on a slot machine three times in one night.
Officials with Caesars Entertainment announced the big win in a press release, obtained by KVVU.
T… [+808 chars]",1
"Sandeep Vanga-Prabhas film – This heroine to play the lead? | Latest Telugu cinema news | Movie reviews | OTT Updates, OTT - 123telugu","Sandeep Reddy Vanga created a sensation of sorts with his film Animal. The action drama created new records at the box office and made Sandeep a sensational director.
It is a known fact that Sandeep… [+568 chars]",1
"EXCLUSIVE: Boney Kapoor reacts to Maidaan - Bade Miyan Chote Miyan Eid clash, 'Wanted to cash on the holiday' - PINKVILLA","Boney Kapoor is one of the most successful producers, who has been in the film business for over 40 years now. He has produced much loved films like No Entry, Mr India, Valimai and Vakeel Saab to nam… [+3212 chars]",1
"Parineeti Chopra On Amar Singh Chamkila Director Imtiaz Ali: ""You Truly Led The Ship With Finesse"" - NDTV Movies",,1
Official : Nani and Dasara director Srikanth Odela join forces once again - 123telugu,"A few days back, there was buzz that Natural Star Nani would once again collaborate with Dasara director Srikanth Odela. Rumors had it that this collaboration would be for the sequel to Dasara. It’s … [+636 chars]",1
EXCLUSIVE: Nitesh Tiwari gears up to take Ramayana on floors on April 2 in Mumbai; Ranbir Kapoor to join soon - PINKVILLA,"The Nitesh Tiwari-directed Ramayana starring Ranbir Kapoor, Sai Pallavi, Yash, and Sunny Deol in the lead is among the most anticipated films of Indian Cinema.  While Ranbir plays the part of Lord Ra… [+2573 chars]",1
Sham Kaushal says he felt like he was ‘going to suffer a heart attack’ while filming fire scene with Shah Rukh Khan in Om Shanti Om - The Indian Express,,1
When Tina Ambani opened up about former friend Rajesh Khanna - The Times of India,"Born in a Gujarati family in Mumbai, Tina Munim was just 20-years-old when she stepped into the world of Bollywood. And soon after, she became one of the most sought-after actresses in the 1970s and … [+321 chars]",1
Exclusive: 'Taarak Mehta…' producer on BJP using show's characters for campaign - India Today,"‘Taarak Mehta Ka Ooltah Chashmah’ producer, Asit Kumarr Modi, opened up about iconic characters being used in one of the campaign post by Bharatiya Janta Party (BJP) ahead of the general elections. T… [+1554 chars]",1
Salman Khan EXITS Karan Johar’s Bull after it hits a roadblock due to production delays; begins search for new scripts - Bollywood Hungama,,1
Kriti Sanon shares emotional moment with sister Nupur and father at ‘Crew’ screening - TOI Etimes,,1
8 animals that function perfectly without sleeping - The Times of India,"While this might be a shocker to know because people consider elephants to be large and lazy, elephants actually do not sleep a lot. They have short periods of light sleep while standing, which helps… [+39 chars]",1
"Crew Box Office Collection Day 1: Kareena Kapoor Khan, Tabu, Kriti Sanon's movie collects ₹20 crore worldwide | Mint - Mint","Crew Box Office Collection Day 1: Bollywood movie 'Crew' starring Tabu, Kareena Kapoor Khan and Kriti Sanon has hit the big screen on 29 March. As per Sacnilk.com, the film has collection 9.25 Crore … [+6231 chars]",1
Masooda makers’ new film is titled Vibe; Sundeep Kishan to play the lead role - 123telugu,"Sundeep Kishan, who recently appeared in the fantasy action drama Ooru Peru Bhairavakona, has now announced his new film. The actor joined hands with Rahul Yadav Nakka of Swadharm Entertainment, who … [+942 chars]",1
Korean Netizens React To Han So Hee And Ryu Jun Yeol's Break Up News - Koreaboo,"It was recently announced that actors Han So Hee and Ryu Jun Yeol have broken up. The break up was officially reported on March 30, 2024, with both agencies confirming the matter.
Han So Hee And Ryu… [+2016 chars]",1
Kartik Aaryan and Vishal Bhardwajs next with Sajid Nadiadwala titled Arjun Ustara; to be shot in Spain and Greece from Diwali 2024 - Bollywood Hungama,,1
Waiting for Premalu’s OTT release? Check out the latest buzz - 123telugu,"In recent times, Premalu is one film that has blown away the minds of one and all with its box office performance. The rom-com entertainer has till now collected over 120 crores gross including the T… [+1099 chars]",1
"Siddharth Anand to not be a part of Shah Rukh Khan, Deepika Padukone starrer Pathaan 2, reveal reports - Bollywood Hungama",,1
Priyanka Chopra-Nick Jonas attend Mannara Chopra's birthday; Desi Girl serves ultimate summer date-night look: Watch - Hindustan Times,"Priyanka Chopra and Nick Jonas stepped out in Mumbai last night to attend her cousin Mannara Chopra's birthday bash. Apart from Priyanka and Nick, who recently arrived in India, their family members,… [+2078 chars]",1
The 3 Indian restaurants that made it to Asia’s 50 best restaurants list for 2024 - Moneycontrol,"The Asias 50 Best Restaurants list for 2024 is out, with three Indian restaurants making it to the list. New Delhis Indian Accent has maintained its position in the top 50, along with Avartana at ITC… [+2984 chars]",1
"Boney Kapoor confirms 'No Entry 2', shares Anil Kapoor is 'angry, not talking' - India Today","Producer Boney Kapoor recently confirmed the sequel of the 2005 multi-starrer comedy ‘No Entry’ is ready to roll. In a new interview, Boney spilled that Varun Dhawan, Diljit Dosanjh and Arjun Kapoor … [+1776 chars]",1
Oatzempic challenge: Experts weigh in on TikTok's viral oatmeal drink for weight loss - Hindustan Times,"While new trends emerge across various social media platforms almost every day, TikTok is famous for producing the most viral ones. Recently, a new trend has taken the video-sharing platform by storm… [+2573 chars]",1
"Artery of Percheron, an Uncommon Variant of Posterior Cerebral Circulation: A Case Report - Cureus",,1
Naturally occurring bile acid can blunt statin-induced diabetes - The Hindu,,1
5 Benefits of OMD (One Meal a Day) - WION,"Mar 30, 2024, 08:52 PM IST",1
The Startup Behind The First Pig-Human Kidney Transplant 'Eyes' Hearts And Livers Next - Forbes,,1
5 Health Benefits of Makhana - WION,"Makhana contains a good amount of carbs and is rich in several micronutrients, including calcium, magnesium, iron, and phosphorus.",1
Best And Worst Dairy Products For Heart Patients - News18,Producer: Mehak PalEditor: Nisha Dubey,1
Study: Combination of Multiple Medications into Single Pill Reduces Cardiovascular Deaths - India Education Diary,"Taking a single pill that combines medications targeting cardiovascular disease-related conditions was shown long ago to lower the risk of death from such causes, including heart attacks and strokes.… [+3982 chars]",1
Are we over-looking elderly loneliness? - The Times of India,,1
7 Fruits Which Help In Slowing Down Ageing - WION,"Disclaimer: Please note that the information provided on this website is for informational purposes only and is not intended as a substitute for professional medical advice, diagnosis, or treatment.",1
"Gut microbiome: meet Klebsiella pneumoniae – an opportunistic pathogen that is harmless to some, but causes severe disease in others - The Indian Express",,1
5 effective ways to combat sedentary lifestyle - Hindustan Times,"By Khushi PalPublished Mar 30, 2024
Hindustan TimesLifestylePhoto Credits: Pexels",1
Fruits To Eat And Avoid On An Empty Stomach - Republic World,"Updated March 30th, 2024 at 16:07 IST",1
9 Best Drinks That Help To Boost Metabolism - Times Now,"Coffee, especially black coffee, is rich in caffeine which is a natural stimulant and can temporarily increase metabolic rate and help in fat oxidation. Consuming coffee before exercise may also impr… [+51 chars]",1
Indian-origin teen is first to get UK’s life-changing cancer therapy - India Today,"Yuvan Thakkar, an Indian-origin teenager diagnosed with cancer, says he is now able to enjoy the things he loves after life-changing treatment thanks to a fund set up by the UK's state-funded Nationa… [+3541 chars]",1
8 foods that are healthy but not nutritious - DNA India,"Granola Bars: Granola bars can be a convenient snack, but many are high in sugar, calories, and unhealthy fats.",1
"Control blood sugar, keep heart healthy with these little seeds - Moneycontrol","It’s better to grind flaxseed so your body can use all the good stuff. You can add ground flaxseed to smoothies, yoghurt, oatmeal, or salads. You can use also flaxseed oil as salad dressing or drizzl… [+21 chars]",1
AI Tool Revolutionizes Predicting Immune Response to Cancer - Crypto Times,"Arizona State University (ASU) researchers have introduced HLA Inception, an advanced AI learning tool poised to revolutionize cancer treatment. Published in Cell Systems on March 29, their study del… [+1264 chars]",1
Homegrown solution to India's cervical cancer dilemma - Nagaland Tribune,"Author V S Chauhan is President of the Malaria Vaccines Development Program. He is also the Chancellor of GITAM University, Co-Founder of Biotide Solutions LLP and a Distinguished Visiting Professor … [+5778 chars]",1
5 Natural Detox Drinks For Your Lungs - WION,"Mar 30, 2024, 02:47 PM IST",1
10 mesmerising images of nebulae captured by NASA’s Hubble Space Telescope - Hindustan Times,"By Khushi PalPublished Mar 30, 2024
Hindustan TimesIn FocusPhoto Credits: NASA",1
"'Vampire' neutron star blasts tied to near-light-speed jet phenomenon, scientists find | Mint - Mint","New research suggests that scientists could now come closer to a conclusion about the mechanism responsible for the speeds of the steady jets launched from a neutron star, reported Space.com.What is … [+6259 chars]",1
Faster spinning Earth may force negative leap second in 2029 | Shareable Stories - AppleValleyNewsNow.com,"Earths changing spin is threatening to toy with our sense of time, clocks and computerized society in an unprecedented way but only for a second.
For the first time in history, world timekeepers may… [+13063 chars]",1
NASA is going to attempt to plant potatoes… on the Moon. - Softonic EN,"Almost a decade ago, the astronauts of the International Space Station enjoyed a meal of historical significance, as it was the first one that included food -although only lettuce- grown and harveste… [+2079 chars]",1
University Of Nottingham: Students Utilize NASA Telescope to Identify Underachieving Black Hole - India Education Diary,Two undergraduate students from the University of Nottingham are part of an international team who have revealed that a brilliant supermassive black hole is not living up to expectations in a new stu… [+4163 chars],1
Breakthrough Research Illuminates Process for Converting CO2 into Sustainable Fuel - India Education Diary,"Researchers have successfully transformed CO2 into methanol by shining sunlight on single atoms of copper deposited on a light-activated material, a discovery that paves the way for creating new gree… [+4136 chars]",1
Distant secondary craters: The largest new crater to have formed on Mars - Tech Explorist,"A massive impact crater with a diameter of about 150 meters formed on Mars on December 24, 2021. This is the largest newly discovered crater discovered in the era of frequent spacecraft observation.… [+1132 chars]",1
Water On Mars? NASA's Curiosity Rover Hunts For Clues To Earth-Like Past - Times Now,"New Income Tax Rules From April 1: Check Changes In Tax Slabs, Deduction, Rebates, and More",1
High-Speed Protein Movies to Facilitate Drug Design - India Education Diary,"Researchers from the University of Southampton have developed technology to help scientists observe proteins in motion. Understanding how proteins move will allow novel drugs to be designed.
X-ray c… [+2963 chars]",1
Rice University's Nuclear Physics Team to Lead $15 Million Large Hadron Collider Upgrade Project - India Education Diary,"A team of physicists at Rice University led by Wei Li has been awarded a five-year, $15.5 million grant from the U.S. Department of Energy (DOE) Office of Nuclear Physics, marking a significant leap … [+3183 chars]",1
Species in 17 mountains worldwide face extinction risk due to global warming: Study - DTNEXT,"NEW DELHI: Species living in 17 mountains around the world may be facing the risk of extinction due to the rapid rate at which the planet is warming, new research published in the journal Nature has … [+2816 chars]",1
Groundbreaking Rice Research Shows Promise in Advancing Quantum Networks - India Education Diary,"Rice University engineers have demonstrated a way to control the optical properties of atomic imperfections in silicon material known as T centers, paving the way toward leveraging these point defect… [+4390 chars]",1
Total Solar Eclipse 2024: Why Surya Garhan Won't Be Visible In India - Times Now,"2024 Easter Egg Roll: Theme, Activities, Sessions, Timing, Other Details",1
A Short History Of Umbraphile Marvels And Mishaps - Science Friday,"Dr. Kate Russo views a 2019 total solar eclipse from the border area of Argentina and Chile with a group of around 10 of her eclipse chaser friends. Credit: © Dr. Kate Russo, Being in the Shadow
In … [+3505 chars]",1
Exploding stars are rare but emit torrents of radiation − if one happened close enough to Earth it could threaten life on the planet - The Week,"By Chris Impey, University of ArizonaTucson (US), Mar 30 (The Conversation) Stars like the Sun are remarkably constant. They vary in brightness by only 0.1% over years and decades, thanks to the fusi… [+6638 chars]",1
"Cryovolcanic ""Devil comet"" is now visible from Earth in the Northern Hemisphere - Earth.com","Comet 12P/Pons-Brooks – also known as the devil comet and the “Mother of Dragons” comet – is currently visible in the night skies of the northern hemisphere, providing a unique spectacle for both ama… [+8966 chars]",1
Pillars of Creation Seen In 4K Via James Webb Space Telescope - video Dailymotion - Dailymotion,,1
Solar spacecraft 'SOHO' discovers its 5000th comet - Space.com,"Space is part of Future US Inc, an international media group and leading digital publisher. Visit our corporate site.
©
Future US, Inc. Full 7th Floor, 130 West 42nd Street,
New York,
NY 10036.",1
Bus-Size Asteroid Flew Closer Than The Moon - Watch The Orbit Animation - video Dailymotion - Dailymotion,,1
NASA’s Chandra X-ray Observatory illuminates 800-year-old explosion - Interesting Engineering,X-ray observations by the European Space Agency (ESA) XMN-Newton space telescope show up in blue in the composite image. They help to show the full extent of the nebula. NASAs Chandra X-ray Observato… [+773 chars],1
Babar Azam Wants Captaincy in All Three Formats After PCB Asks Him to Replace Shaheen Afridi in T20Is: Repo - News18,"Pakistan cricket looks headed towards another shakeup months after Babar Azam stunningly stepped down from the role of captaincy across formats. As per several reports, the Pakistan Cricket Board (PC… [+3206 chars]",1
"""Unnecessary"": Ex-India Star's Huge Take On Virat Kohli's 'I Still Got It' Remark - NDTV Sports",,1
Sidhu's 'dog chained with gold' analogy to describe Rohit Sharma-Hardik Pandya Mumbai Indians situation - Hindustan Times,"The prodigal son's return as a captain of Mumbai Indians, thus replacing five-time IPL-winning skipper Rohit Sharma, has not gone down well in world cricket. If the social-media outrage from MI fans … [+2738 chars]",1
"SA-W vs SL-W Live Score, 2nd T20I | South Africa Women vs Sri Lanka Women 2nd T20I Live Score & Ball by Ball Commentary Updates - CricTracker","Partnership :76(46)
Last 5 Overs :53 Runs, 0 Wickets
Last Wicket :Hasini Perera 1(7) - c TS Sekhukhune b N de Klerk
Toss :South Africa Women (batting)",1
Official: Real Madrid squad list against Athletic Club in La Liga - Madrid Universal,,1
"Lucknow Super Giants vs Punjab Kings LIVE, IPL 2024: LSG's Stand-In Skipper Nicholas Pooran Wins Toss, Opts To Bat vs PBKS - NDTV Sports",,1
"IPL 2024: Match 13, DC vs CSK Match Prediction – Who will win today’s IPL match between DC vs CSK? - CricTracker","Delhi Capitals will face off against the Chennai Super Kings in a crucial contest in the 13th game of the Indian Premier League 2024. Having lost their previous game against the Rajasthan Royals, the… [+3868 chars]",1
India's Squad For 2024 T20 World Cup: Likely Dates For Rohit Sharma-led Side's Announcement Out - NDTV Sports,,1
Virat Kohli's Gesture For Rinku Singh After KKR's Win Over RCB In IPL 2024 Has Internet's Attention - NDTV Sports,,1
"'MS Dhoni played under Virat Kohli': Ashwin blasts Hardik Pandya haters, calls his criticism ‘cinema culture’ | Mint - Mint","Hardik Pandya is facing a hostile crowd at stadiums, who are booing the MI skipper and trolling him for his on-field decisions. The all-rounder has cleared that the criticism doesn't affect him much,… [+6341 chars]",1
'Oh Dear!' – Bangladesh Bizarrely Opt For DRS LBW Review Despite Batter Middling Ball | BAN vs SL | Cricket News Today - Wisden,"Bangladesh were left embarrassed after a review for an lbw turned out to be a hopelessly inaccurate call, leaving them one referral less on the opening day of the second Test against Sri Lanka in Syl… [+2015 chars]",1
Real Madrid willing to offer up to €30 million for key transfer target - Madrid Universal,,1
Real Madrid set to battle with Manchester United over in-form goalkeeper - Madrid Universal,"Turning back the clock to Real Madrids last clash against Athletic Club takes one back to the opening match day of La Liga.
Real Madrid were getting started on a new season, fresh from the disappoin… [+3651 chars]",1
"""Haven't Seen That"": Ex-India Star's Blunt Take On KKR's Rs 24.75 Crore Buy Mitchell Starc - NDTV Sports",,1
Gujarat Titans v Sunrisers Hyderabad IPL Tips: All Gill no fill at 11/4 - Betting.betfair,,1
'Virat Kohli played 59 balls to reach 83 and Kolkata scored...': Aakash Chopra's dig at RCB after KKR loss - Hindustan Times,Former India opener Aakash Chopra took a cheeky dig as he put numbers into context to highlight where Royal Challengers Bengaluru lost the IPL 2024 match against Kolkata Knight Riders at the M Chinna… [+2420 chars],1
Virat Kohli gathers RCB teammates after defeat to KKR for post-match speech: ‘On a serious note…’ - Hindustan Times,"Virat Kohli gave his best in the last two matches for Royal Challengers Bengaluru at the M Chinnaswamy Stadium, but while RCB emerged victorious against Punjab Kings, riding on his fiery 77, they suc… [+2018 chars]",1
"David Willey Pulls Out Of IPL 2024, LSG Name This New Zealand Star As Replacement - NDTV Sports",,1
Declan Rice made the right call picking Arsenal over Man City regardless of how the Premier League title race pans out - Goal.com,,1
"Hockey: Craig Fulton’s plan for India to peak at Paris Olympics began at the Table Mountain, next stop Australia - The Indian Express",,1
"Vivo T3 5G Smartphone: 50MP Anti-Flicker Camera, 44W Fast Charging & More Exciting Features - OTV News English","Your browser isnt supported anymore. Update it to get the best YouTube experience and our latest features. Learn more
Remind me later",1
"OnePlus Nord CE 4 at 25K?, Nothing Ear (3)?, Galaxy M55 5G, Xiaomi's SU7 Price, New iPads-#TTN1561 - Trakin Tech",,1
Instagram working on ‘Blend’ for co-viewing Reels with friends - The Indian Express,Instagram is cooking up a new way for users to discover short-form videos together. The Meta-owned platform is prototyping a feature called “Blend” that would generate a private feed of recommended R… [+1345 chars],1
"Weekly Tech Recap: PM Modi and Bill Gates' take on Indian tech revolution, Apple WWDC 2024 announcement, and more | Mint - Mint","In the world of technology this week, exciting things happened! Elon Musk talked about X Corp's big plan for their new 'Everything App' that wants to change how we socialize and network. People are a… [+10726 chars]",1
"HyperOS Update Schedule for Q2 2024 Announced by Xiaomi: See List of Eligible Xiaomi, Redmi Smartphones - Gadgets 360",HyperOS Xiaomi's new skin for Android smartphones has been rolled out to several eligible smartphone models since the update was released in the country at the end of February. The company has now an… [+1910 chars],1
Elon Musk’s one-word reply to an old video of Apple co-founder Steve Jobs - The Times of India,,1
"Sony proposes ""PS5 Pro Enhanced"" label for PS5 Pro optimized games for 4K 60 FPS with PSSR - VideoCardz.com",,1
"Explainable models, multi-modal classification and sentiment analysis - INDIAai","Here are the most outstanding articles on AI research. It is a carefully curated list of the most recent developments in data science and AI, presented chronologically with a link to a longer article… [+4904 chars]",1
"iPhone users, this app will help you lock all apps with Face ID and even hide them - HT Tech","In a world where privacy is necessary, iOS users have long awaited a solution to safeguard and conceal their apps. While Face ID and Touch ID offer some protection, not every app supports these featu… [+2193 chars]",1
Apple may delay 2024 iPad Pro and iPad Air launch to May: What to expect - HT Tech,"A recent report hinted at the arrival of new iPad Pro and iPad Air models from tech giant Apple, which were reportedly scheduled for late March or early April. However, an update suggests a potential… [+1944 chars]",1
"Tecno POVA 6 Pro Launched With 6000 mAh Battery, 120 Hz AMOLED Display, More At THIS Price - India.com","The Tecno POVA 6 Pro will be available for purchase starting April 4, 2024 in India.
Techno POVA 6 Pro comes with a massive 6000 mAH Battery
New Delhi: Chinese mobile phone manufacturer, Tecno has … [+2434 chars]",1
Tech Tonic | Why Indian tech brands are dominating the wearables industry - Hindustan Times,"Back in the early stages, phone makers understandably had a slight advantage. They had design and manufacturing lines in place a follow-through from bundling earphones with the phones they sold or se… [+4781 chars]",1
"Google CEO Sundar Pichai has “good news” for users, businesses - The Times of India",,1
Here's how thieves may be using Apple AirTags to steal vehicles in Canada - The Times of India,,1
"Honor Pad 9 Goes On Sale In India: Price, Specs And Details Here - The Times of India",,1
Our Xiaomi 14 Ultra video review is out - GSMArena.com news - GSMArena.com,"The 14 Ultra is Xiaomi's all-out flagship for this year, and it was unveiled back at MWC in Barcelona in February. We've already brought you our usual in-depth written review, and now it's time to ta… [+1103 chars]",1
